customer_id	name	state	city	email	created_at	ts
294ad7e6-c30a-4b83-b8c5-584d02e37bc1	Sharon Lester	Maryland	Martinezfort	hharris@example.net	2024-08-02T14:45:44.900316	1722620744.900325
6128b72a-5fe2-4ec3-a29b-36a5a95b9532	Joshua Trevino	Iowa	Kerrstad	jamesmelton@example.org	2024-08-02T14:45:44.900616	1722620744.900618
e04ccf36-3ae5-425a-ba32-03246f65436c	Maria Miller	Iowa	Petersburgh	kristijohnson@example.net	2024-08-02T14:45:44.900896	1722620744.900898
a1472ac7-7858-4bfd-845b-c58eadcc0097	Gregory Tanner	Mississippi	Adrienneport	jeffreygood@example.net	2024-08-02T14:45:44.901154	1722620744.901156
72292e32-c48e-4db0-bdc2-f01fa479b971	Lisa Ward	Maryland	Port Brandy	marshalldavid@example.com	2024-08-02T14:45:44.901411	1722620744.901413
9891c9cd-97a3-4e81-894c-8a7f80c851a2	Bailey Arnold	Wyoming	Johnmouth	michael23@example.org	2024-08-02T14:45:44.901617	1722620744.901619
7fd9f99c-1f15-433a-abe9-c3d1ed9409d5	Duane Nash	North Carolina	New Tara	ycastro@example.com	2024-08-02T14:45:44.901856	1722620744.901859
81a40748-946e-421b-8389-b8ec17164558	Tanya Wagner	Georgia	Port Brianna	clinescott@example.com	2024-08-02T14:45:44.902133	1722620744.902135
1ed8e0f9-6c67-4e9e-abc6-cf4c44d2ee30	Jessica Banks	Montana	Moranhaven	jonesnichole@example.com	2024-08-02T14:45:44.902412	1722620744.902414
10dd31c9-dfa0-472a-a177-a90f738dc00b	Mason George	Oklahoma	Port Elizabethport	wanda31@example.com	2024-08-02T14:45:44.902619	1722620744.90262
743836fd-b4eb-4281-a7c9-f5515ee89bf4	James Taylor	Maryland	Wendyburgh	sherrijacobs@example.com	2024-08-02T14:45:44.902877	1722620744.902878
a2327f11-4ddb-4143-8d96-92fc92ebe519	Matthew Owens	Nevada	South Terry	richardsaunders@example.com	2024-08-02T14:45:44.903135	1722620744.903136
852fdaff-134c-4331-a12c-940b10b68792	Eric Baxter	Texas	New Jamesfort	moralesbrenda@example.net	2024-08-02T14:45:44.903391	1722620744.903393
bba81d90-55fe-40bb-97fd-eab2bce8bef7	Timothy Rodgers	Maine	Davidberg	jameswaller@example.net	2024-08-02T14:45:44.903645	1722620744.903647
adbbdef2-3c6a-469b-b12e-9f0e852b42f2	Caroline Robinson	Virginia	Palmerside	cristian50@example.com	2024-08-02T14:45:44.903866	1722620744.903868
